,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,23.0,23.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0
2,64049.0,56983.0,17902.0,19483.0,35030.0,36216.0,36595.0,36562.0,36562.0
3,27.0,17.0,34.0,16.0,37.0,35.0,37.0,28.0,33.0
4,9.0,1.0,13.0,3.0,12.0,19.0,26.0,11.0,13.0
5,4.0,0.0,4.0,0.0,5.0,6.0,8.0,3.0,1.0
6,128.0,419.0,215.0,408.0,240.0,143.0,123.0,207.0,170.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13.0,3.0,30.0,19.0,49.0,41.0,45.0,43.0,32.0
9,12.0,10.0,9.0,5.0,7.0,8.0,13.0,7.0,6.0
10,1156.0,419.0,2795.0,1225.0,2880.0,2723.0,3199.0,2276.0,2204.0
11,48.0,18.0,97.0,81.0,95.0,94.0,100.0,93.0,76.0
12,14.0,14.0,2.0,3.0,3.0,3.0,1.0,8.0,12.0
13,71.0,45.0,89.0,100.0,97.0,92.0,97.0,74.0,87.0
14,0.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,67.0,94.0,35.0,25.0,32.0,40.0,41.0,32.0,33.0
17,19.0,6.0,35.0,31.0,30.0,17.0,22.0,21.0,21.0
18,15.0,0.0,29.0,44.0,38.0,43.0,38.0,46.0,45.0
