,2019-2020,2020-2021,2021-2022
1,6.5,8,9
2,17951,36726,36726
3,25,38,35
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,32,38,32
9,6,14,19
10,2250,3420,3150
11,100,100,100
12,13,0,3
13,38,380,92
14,0,0,1
15,0,0,0
16,44,45,43
17,16,29,31
18,40,26,26
