,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,22.0,15.0,26.0,18.0,18.0,30.0,33.0,3.75
2,19565.0,45000.0,45000.0,45000.0,30000.0,30000.0,35000.0,17115.0
3,38.0,2.0,4.0,17.0,3.0,2.0,5.0,2.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,46.0,4.0,5.0,13.0,4.0,0.0,7.0,5.0
9,12.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0
10,3420.0,180.0,311.0,1452.0,270.0,180.0,450.0,180.0
11,100.0,100.0,75.0,94.0,100.0,100.0,100.0,100.0
12,0.0,35.0,35.0,22.0,35.0,36.0,33.0,19.0
13,100.0,5.0,11.0,45.0,8.0,5.0,13.0,9.0
14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,32.0,100.0,50.0,65.0,33.0,50.0,40.0,0.0
17,24.0,0.0,0.0,29.0,33.0,50.0,40.0,50.0
18,45.0,0.0,50.0,6.0,33.0,0.0,20.0,50.0
