,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,3.75,3.75,1.5,6.0,3.75,3.75,3.75,3.75
2,18000.0,40000.0,40000.0,35000.0,45000.0,45000.0,45000.0,1000000.0
3,34.0,25.0,33.0,30.0,30.0,27.0,38.0,38.0
4,0.0,1.0,2.0,4.0,3.0,7.0,5.0,8.0
5,2.0,5.0,4.0,4.0,3.0,0.0,3.0,7.0
6,0.0,1476.0,772.0,471.0,572.0,278.0,684.0,428.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,23.0,14.0,18.0,26.0,29.0,41.0,60.0,68.0
9,14.0,10.0,11.0,11.0,5.0,4.0,9.0,9.0
10,1615.0,1476.0,1544.0,1884.0,1717.0,1949.0,3420.0,3420.0
11,47.0,64.0,42.0,73.0,67.0,78.0,100.0,100.0
12,18.0,11.0,24.0,13.0,17.0,14.0,0.0,0.0
13,89.0,66.0,87.0,79.0,79.0,71.0,100.0,100.0
14,3.0,0.0,5.0,4.0,4.0,4.0,8.0,5.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,41.0,48.0,48.0,30.0,17.0,22.0,39.0,32.0
17,29.0,20.0,21.0,27.0,43.0,33.0,18.0,18.0
18,29.0,32.0,30.0,43.0,40.0,44.0,42.0,50.0
