,2018-2019,2019-2020,2020-2021,2021-2022
1,27.0,13.0,19.0,22.0
2,5830.0,5764.0,8235.0,8235.0
3,1.0,10.0,27.0,22.0
4,0.0,1.0,1.0,0.0
5,0.0,0.0,0.0,1.0
6,0.0,735.0,1888.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,10.0,15.0,8.0
9,1.0,2.0,13.0,15.0
10,10.0,735.0,1888.0,1047.0
11,0.0,70.0,74.0,45.0
12,9.0,17.0,13.0,19.0
13,3.0,40.0,79.0,65.0
14,0.0,0.0,2.0,0.0
15,0.0,0.0,0.0,0.0
16,100.0,60.0,85.0,82.0
17,0.0,10.0,11.0,9.0
18,0.0,30.0,4.0,9.0
