,2018-2019,2019-2020,2020-2021,2021-2022
1,7.75,2.5,7.75,7.75
2,10672.0,15316.0,15316.0,54842.0
3,5.0,27.0,33.0,33.0
4,0.0,3.0,5.0,3.0
5,0.0,1.0,0.0,1.0
6,0.0,757.0,587.0,963.0
7,0.0,0.0,0.0,0.0
8,3.0,42.0,55.0,30.0
9,1.0,4.0,8.0,8.0
10,182.0,2271.0,2935.0,2890.0
11,40.0,100.0,100.0,100.0
12,36.0,9.0,4.0,1.0
13,13.0,71.0,87.0,87.0
14,1.0,5.0,2.0,8.0
15,0.0,2.0,0.0,0.0
16,60.0,30.0,21.0,33.0
17,20.0,19.0,45.0,33.0
18,20.0,52.0,33.0,33.0
