,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.0,26.0,20.0,19.0,22.0,26.0,18.0
2,5000.0,20000.0,20000.0,20000.0,200000.0,200000.0,200000.0
3,11.0,32.0,35.0,33.0,31.0,37.0,25.0
4,5.0,5.0,7.0,10.0,17.0,11.0,4.0
5,2.0,1.0,5.0,6.0,8.0,8.0,2.0
6,171.0,342.0,259.0,234.0,156.0,265.0,309.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,15.0,16.0,35.0,29.0,38.0,28.0
9,5.0,15.0,19.0,6.0,9.0,13.0,6.0
10,855.0,1712.0,1812.0,2336.0,2645.0,2920.0,1235.0
11,100.0,50.0,49.0,79.0,100.0,89.0,52.0
12,2.0,21.0,20.0,9.0,0.0,5.0,15.0
13,29.0,84.0,92.0,87.0,82.0,97.0,66.0
14,0.0,3.0,3.0,3.0,3.0,4.0,2.0
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,64.0,41.0,69.0,52.0,48.0,54.0,36.0
17,9.0,44.0,17.0,24.0,32.0,30.0,28.0
18,27.0,16.0,14.0,24.0,19.0,16.0,36.0
