,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,3.0,6.0,6.875,1.5,8.0,6.0,13.0
2,1087.0,1301.0,1482.0,1861.0,20751.0,8235.0,8235.0
3,4.0,2.0,26.0,17.0,11.0,23.0,28.0
4,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5,0.0,0.0,1.0,1.0,0.0,1.0,0.0
6,0.0,0.0,2109.0,1193.0,742.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5.0,5.0,21.0,18.0,1.0,31.0,29.0
9,1.0,0.0,11.0,6.0,7.0,4.0,3.0
10,177.0,180.0,2109.0,1193.0,742.0,1906.0,2102.0
11,25.0,100.0,92.0,76.0,64.0,96.0,89.0
12,6.0,6.0,9.0,20.0,7.0,2.0,7.0
13,20.0,6.0,76.0,50.0,44.0,68.0,82.0
14,1.0,0.0,3.0,5.0,2.0,5.0,6.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,25.0,50.0,73.0,41.0,64.0,52.0,54.0
17,25.0,0.0,15.0,29.0,18.0,30.0,21.0
18,50.0,50.0,12.0,29.0,18.0,17.0,25.0
