,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.5,6.5,9.0,6.5,6.5,8.0,9.0
2,49.0,49.0,7559.0,10194.0,33762.0,56325.0,56325.0
3,1.0,4.0,24.0,33.0,33.0,24.0,27.0
4,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,0.0,0.0,2.0,1.0,1.0,1.0,1.0
6,0.0,0.0,1582.0,0.0,0.0,1959.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,4.0,29.0,37.0,39.0,26.0,25.0
9,1.0,0.0,7.0,9.0,7.0,8.0,11.0
10,6.0,254.0,1582.0,2549.0,2640.0,1959.0,1664.0
11,0.0,75.0,67.0,88.0,88.0,88.0,70.0
12,3.0,6.0,19.0,6.0,8.0,6.0,14.0
13,3.0,11.0,63.0,87.0,50.0,240.0,71.0
14,0.0,1.0,3.0,7.0,9.0,5.0,8.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,100.0,0.0,29.0,36.0,45.0,33.0,41.0
17,0.0,75.0,17.0,30.0,21.0,33.0,30.0
18,0.0,25.0,54.0,33.0,33.0,33.0,30.0
