,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,19.0,15.0,26.0,18.0,22.0,25.0,25.0,8.0,9.0
2,159077.0,160000.0,160000.0,160000.0,160000.0,160000.0,220000.0,47761.0,47761.0
3,27.0,32.0,24.0,34.0,29.0,33.0,27.0,21.0,25.0
4,7.0,12.0,2.0,4.0,9.0,6.0,6.0,2.0,2.0
5,9.0,7.0,11.0,7.0,11.0,8.0,12.0,5.0,4.0
6,309.0,221.0,896.0,693.0,270.0,401.0,304.0,699.0,861.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21.0,32.0,18.0,32.0,18.0,14.0,15.0,6.0,10.0
9,12.0,11.0,12.0,10.0,15.0,17.0,11.0,11.0,15.0
10,2162.0,2647.0,1791.0,2772.0,2432.0,2404.0,1825.0,1398.0,1721.0
11,96.0,100.0,92.0,91.0,97.0,85.0,81.0,81.0,88.0
12,1.0,0.0,2.0,4.0,2.0,7.0,11.0,6.0,4.0
13,71.0,84.0,63.0,89.0,76.0,87.0,71.0,55.0,66.0
14,5.0,8.0,2.0,6.0,5.0,2.0,0.0,4.0,4.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,78.0,59.0,58.0,62.0,90.0,85.0,70.0,67.0,48.0
17,7.0,19.0,17.0,21.0,7.0,6.0,11.0,14.0,32.0
18,15.0,22.0,25.0,18.0,3.0,9.0,19.0,19.0,20.0
