,2018-2019,2019-2020,2020-2021
1,6,6,10
2,2470,2470,2470
3,12,22,22
4,0,3,3
5,0,3,2
6,0,593,358
7,0,0,0
8,3,19,13
9,5,6,6
10,399,1778,1074
11,33,91,59
12,13,3,11
13,35,85,65
14,0,0,0
15,0,0,0
16,58,50,59
17,33,32,23
18,8,18,18
