,2019-2020,2020-2021,2021-2022
1,27.0,17.0,17.0
2,19763.0,69171.0,69171.0
3,12.0,32.0,19.0
4,3.0,5.0,3.0
5,1.0,9.0,3.0
6,249.0,441.0,249.0
7,0.0,0.0,0.0
8,5.0,20.0,14.0
9,5.0,15.0,7.0
10,748.0,2205.0,746.0
11,75.0,81.0,37.0
12,6.0,6.0,13.0
13,75.0,94.0,56.0
14,1.0,1.0,2.0
15,0.0,0.0,0.0
16,42.0,59.0,53.0
17,50.0,22.0,26.0
18,8.0,19.0,21.0
