,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,22.0,7.0,22.0,10.0,10.0,10.0,10.0,10.0
2,5583.0,11413.0,12237.0,20735.0,30880.0,31193.0,31292.0,37714.0,37714.0
3,29.0,34.0,26.0,22.0,35.0,34.0,36.0,40.0,36.0
4,2.0,4.0,2.0,1.0,1.0,4.0,2.0,6.0,3.0
5,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,9.0
6,1111.0,690.0,738.0,1322.0,2783.0,677.0,1328.0,505.0,1042.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,27.0,31.0,18.0,16.0,34.0,39.0,48.0,21.0,49.0
9,9.0,9.0,8.0,9.0,12.0,9.0,5.0,20.0,9.0
10,2222.0,2758.0,1475.0,1322.0,2783.0,2709.0,2656.0,3027.0,3127.0
11,86.0,97.0,69.0,64.0,91.0,94.0,81.0,88.0,100.0
12,4.0,2.0,15.0,21.0,3.0,3.0,8.0,5.0,0.0
13,76.0,89.0,74.0,59.0,97.0,89.0,95.0,95.0,95.0
14,6.0,10.0,1.0,3.0,6.0,7.0,4.0,7.0,4.0
15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16,34.0,41.0,58.0,45.0,31.0,38.0,14.0,60.0,28.0
17,17.0,21.0,19.0,9.0,34.0,29.0,25.0,23.0,31.0
18,48.0,38.0,23.0,45.0,34.0,32.0,61.0,18.0,42.0
