,2017-2018,2018-2019,2019-2020
1,22,25,25
2,115000,115000,80000
3,9,17,17
4,0,0,0
5,0,2,1
6,0,0,0
7,0,0,0
8,8,20,14
9,4,4,7
10,590,1530,1521
11,78,100,100
12,10,1,2
13,33,68,74
14,1,6,8
15,0,1,0
16,33,18,24
17,11,47,35
18,56,35,41
