,2018-2019,2019-2020,2020-2021,2021-2022
1,30.0,24.0,20.0,11.0
2,14312.0,10376.0,10376.0,10376.0
3,17.0,17.0,22.0,33.0
4,2.0,1.0,2.0,1.0
5,0.0,0.0,1.0,2.0
6,318.0,734.0,706.0,2320.0
7,0.0,0.0,0.0,0.0
8,8.0,12.0,23.0,20.0
9,8.0,4.0,8.0,14.0
10,636.0,734.0,1411.0,2320.0
11,35.0,41.0,68.0,91.0
12,21.0,13.0,7.0,4.0
13,45.0,85.0,100.0,87.0
14,2.0,1.0,2.0,4.0
15,0.0,0.0,0.0,1.0
16,59.0,18.0,23.0,24.0
17,29.0,35.0,27.0,39.0
18,12.0,47.0,50.0,36.0
