,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.0,6.875,1.5,8.0,6.0,13.0
2,99.0,329.0,1252.0,1318.0,1318.0,1318.0
3,1.0,7.0,8.0,24.0,34.0,31.0
4,0.0,0.0,0.0,1.0,1.0,1.0
5,0.0,0.0,0.0,6.0,6.0,10.0
6,0.0,0.0,0.0,2104.0,3060.0,2683.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,4.0,11.0,7.0,16.0,41.0,38.0
9,0.0,3.0,3.0,17.0,10.0,4.0
10,90.0,473.0,328.0,2104.0,3060.0,2683.0
11,100.0,57.0,38.0,100.0,100.0,100.0
12,3.0,29.0,25.0,0.0,0.0,0.0
13,7.0,21.0,24.0,96.0,100.0,91.0
14,0.0,0.0,1.0,7.0,4.0,7.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,71.0,50.0,71.0,62.0,52.0
17,0.0,0.0,25.0,8.0,24.0,23.0
18,100.0,29.0,25.0,21.0,15.0,26.0
