,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,4.0,7.0,4.0,4.0,4.0,4.0,16.333
2,10194.0,12286.0,16305.0,16469.0,16469.0,21410.0,45290.0
3,27.0,21.0,29.0,24.0,23.0,29.0,15.0
4,0.0,4.0,2.0,0.0,0.0,0.0,2.0
5,2.0,0.0,1.0,3.0,2.0,1.0,0.0
6,0.0,394.0,1176.0,0.0,0.0,0.0,361.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25.0,24.0,35.0,40.0,24.0,43.0,5.0
9,8.0,5.0,6.0,4.0,3.0,4.0,4.0
10,1859.0,1576.0,2351.0,1863.0,1373.0,1798.0,722.0
11,74.0,86.0,93.0,92.0,65.0,72.0,60.0
12,8.0,3.0,2.0,2.0,12.0,10.0,7.0
13,79.0,62.0,85.0,71.0,68.0,85.0,44.0
14,6.0,6.0,7.0,4.0,7.0,8.0,5.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,37.0,24.0,24.0,38.0,35.0,24.0,53.0
17,26.0,24.0,28.0,17.0,17.0,28.0,20.0
18,37.0,52.0,48.0,46.0,48.0,48.0,27.0
