,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,7.0,22.0,14.0,17.0,23.0,14.722,2.5
2,3475.0,5600.0,12517.0,35112.0,35112.0,35112.0,35112.0,50000.0
3,4.0,31.0,33.0,30.0,27.0,22.0,36.0,26.0
4,0.0,8.0,6.0,4.0,7.0,4.0,2.0,9.0
5,0.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0
6,0.0,189.0,317.0,318.0,172.0,332.0,1179.0,196.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2.0,26.0,26.0,19.0,17.0,16.0,34.0,24.0
9,2.0,10.0,11.0,13.0,5.0,6.0,9.0,4.0
10,153.0,1510.0,1899.0,1273.0,1206.0,1327.0,2357.0,1768.0
11,25.0,52.0,58.0,43.0,44.0,64.0,81.0,81.0
12,7.0,18.0,15.0,20.0,17.0,10.0,7.0,7.0
13,22.0,82.0,89.0,79.0,71.0,79.0,95.0,72.0
14,0.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,25.0,48.0,58.0,60.0,48.0,36.0,56.0,15.0
17,50.0,16.0,12.0,20.0,26.0,32.0,28.0,35.0
18,25.0,35.0,30.0,20.0,26.0,32.0,17.0,50.0
