,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,27.0,28.0,29.0,22.0,10.0,18.0,18.0,10.0,10.0
2,108269.0,162666.0,156309.0,126105.0,162568.0,164132.0,164692.0,43973.0,43973.0
3,27.0,32.0,14.0,11.0,23.0,26.0,14.0,18.0,29.0
4,10.0,9.0,3.0,1.0,2.0,7.0,3.0,5.0,4.0
5,10.0,1.0,3.0,1.0,4.0,7.0,0.0,6.0,4.0
6,182.0,249.0,319.0,760.0,801.0,239.0,171.0,281.0,554.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,14.0,12.0,5.0,10.0,26.0,22.0,8.0,10.0,29.0
9,12.0,20.0,8.0,2.0,8.0,7.0,5.0,7.0,8.0
10,1818.0,2238.0,956.0,760.0,1601.0,1676.0,514.0,1403.0,2217.0
11,74.0,88.0,79.0,82.0,83.0,73.0,36.0,94.0,90.0
12,7.0,6.0,9.0,8.0,7.0,10.0,22.0,1.0,4.0
13,79.0,94.0,41.0,32.0,68.0,76.0,41.0,60.0,85.0
14,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,81.0,72.0,93.0,27.0,30.0,65.0,43.0,67.0,72.0
17,11.0,13.0,7.0,55.0,39.0,19.0,29.0,28.0,10.0
18,7.0,16.0,0.0,18.0,30.0,15.0,29.0,6.0,17.0
