,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.0,8.0,23.778,18.0,30.0,17.0,33.0,25.0
2,5000.0,19038.0,19038.0,80000.0,80000.0,80000.0,80000.0,80000.0
3,1.0,31.0,31.0,27.0,8.0,21.0,17.0,19.0
4,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,930.0,1391.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,43.0,43.0,23.0,7.0,33.0,15.0,11.0
9,0.0,7.0,9.0,11.0,3.0,3.0,9.0,9.0
10,13.0,2790.0,2781.0,2071.0,617.0,1751.0,1375.0,1496.0
11,0.0,100.0,100.0,85.0,75.0,100.0,88.0,89.0
12,3.0,3.0,0.0,13.0,24.0,14.0,8.0,11.0
13,3.0,91.0,91.0,71.0,21.0,55.0,45.0,50.0
14,0.0,1.0,1.0,0.0,1.0,5.0,3.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,100.0,55.0,39.0,48.0,50.0,48.0,53.0,68.0
17,0.0,13.0,26.0,22.0,25.0,19.0,35.0,16.0
18,0.0,32.0,35.0,30.0,25.0,33.0,12.0,16.0
