,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,14.0,6.0,22.0,1.5,27.0,13.0,26.0,8.5
2,1054.0,1054.0,1252.0,3393.0,3426.0,41173.0,120000.0,120000.0
3,6.0,8.0,19.0,34.0,34.0,23.0,19.0,7.0
4,0.0,0.0,0.0,11.0,9.0,8.0,1.0,1.0
5,0.0,0.0,2.0,6.0,10.0,5.0,1.0,0.0
6,0.0,0.0,0.0,259.0,271.0,239.0,524.0,483.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,2.0,4.0,31.0,25.0,20.0,12.0,12.0
9,1.0,4.0,8.0,12.0,15.0,8.0,3.0,1.0
10,264.0,349.0,551.0,2847.0,2439.0,1913.0,524.0,483.0
11,33.0,50.0,21.0,97.0,82.0,96.0,21.0,71.0
12,4.0,12.0,26.0,1.0,6.0,1.0,30.0,4.0
13,16.0,38.0,56.0,100.0,100.0,92.0,50.0,39.0
14,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,33.0,88.0,79.0,74.0,82.0,70.0,58.0,14.0
17,0.0,0.0,11.0,12.0,6.0,9.0,16.0,0.0
18,67.0,13.0,11.0,15.0,12.0,22.0,26.0,86.0
