,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,15.0,15.0,22.0,15.0,25.0,25.0,35.0,27.0
2,5000.0,17500.0,45000.0,100000.0,100000.0,120000.0,120000.0,120000.0,120000.0
3,19.0,30.0,37.0,36.0,36.0,27.0,33.0,27.0,28.0
4,3.0,3.0,17.0,6.0,12.0,7.0,11.0,9.0,11.0
5,0.0,3.0,11.0,3.0,10.0,4.0,8.0,6.0,5.0
6,388.0,693.0,179.0,471.0,246.0,192.0,177.0,216.0,136.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10.0,31.0,26.0,48.0,51.0,9.0,15.0,22.0,14.0
9,9.0,8.0,15.0,9.0,9.0,13.0,14.0,14.0,13.0
10,1164.0,2079.0,3037.0,2826.0,2949.0,1344.0,1945.0,1948.0,1499.0
11,63.0,83.0,97.0,92.0,94.0,52.0,64.0,85.0,54.0
12,7.0,9.0,2.0,3.0,2.0,23.0,17.0,14.0,21.0
13,86.0,79.0,97.0,95.0,95.0,71.0,87.0,71.0,74.0
14,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,63.0,27.0,59.0,33.0,33.0,81.0,67.0,74.0,75.0
17,32.0,27.0,32.0,22.0,28.0,7.0,9.0,11.0,14.0
18,5.0,47.0,8.0,44.0,39.0,11.0,24.0,15.0,11.0
