,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,4.0,4.0,4.0,13.5,13.5,16.0
2,4381.0,4529.0,10672.0,24374.0,27504.0,16469.0
3,22.0,24.0,35.0,34.0,19.0,34.0
4,0.0,0.0,2.0,0.0,2.0,1.0
5,3.0,1.0,5.0,2.0,1.0,2.0
6,0.0,0.0,1488.0,0.0,776.0,1769.0
7,0.0,0.0,2.0,0.0,0.0,0.0
8,28.0,37.0,53.0,36.0,24.0,18.0
9,3.0,6.0,12.0,11.0,3.0,15.0
10,1548.0,2025.0,2976.0,2558.0,1551.0,1769.0
11,77.0,92.0,91.0,85.0,89.0,56.0
12,15.0,8.0,6.0,8.0,2.0,16.0
13,58.0,63.0,92.0,89.0,90.0,94.0
14,3.0,1.0,2.0,4.0,3.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,41.0,21.0,26.0,29.0,32.0,56.0
17,14.0,38.0,40.0,35.0,37.0,18.0
18,45.0,42.0,34.0,35.0,32.0,26.0
