,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,17.0,25.0,30.0,24.0,16.0,16.0
2,3393.0,6275.0,58663.0,56473.0,65877.0,80000.0,80000.0
3,12.0,31.0,24.0,26.0,32.0,34.0,25.0
4,1.0,1.0,0.0,1.0,1.0,1.0,0.0
5,0.0,5.0,0.0,0.0,2.0,1.0,1.0
6,908.0,2780.0,0.0,1599.0,2097.0,2983.0,0.0
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,7.0,16.0,18.0,17.0,25.0,45.0,18.0
9,5.0,18.0,10.0,13.0,13.0,9.0,8.0
10,908.0,2780.0,1497.0,1599.0,2097.0,2983.0,2131.0
11,83.0,100.0,71.0,77.0,75.0,100.0,100.0
12,6.0,0.0,13.0,17.0,11.0,2.0,4.0
13,35.0,91.0,63.0,68.0,84.0,94.0,66.0
14,2.0,6.0,1.0,4.0,2.0,5.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,83.0,74.0,75.0,73.0,63.0,29.0,48.0
17,0.0,19.0,21.0,27.0,22.0,26.0,12.0
18,17.0,6.0,4.0,0.0,16.0,44.0,40.0
