,2019-2020,2020-2021,2021-2022
1,17,26,30
2,120061,120061,120061
3,15,14,34
4,0,1,1
5,0,0,2
6,0,1133,3030
7,0,0,0
8,9,7,30
9,7,6,13
10,1022,1133,3030
11,67,93,100
12,28,14,2
13,39,37,89
14,3,3,4
15,0,1,0
16,73,64,65
17,13,21,24
18,13,14,12
