,2019-2020,2020-2021,2021-2022
1,6.5,8,9
2,10046,14328,14328
3,14,31,17
4,0,1,0
5,0,1,0
6,0,2084,0
7,0,0,0
8,16,27,10
9,3,12,9
10,939,2084,867
11,79,81,65
12,14,13,27
13,21,310,45
14,4,5,2
15,0,0,0
16,50,45,41
17,14,32,41
18,36,23,18
