,2018-2019,2019-2020,2020-2021,2021-2022
1,26.0,10.0,23.0,18.889
2,10000.0,10000.0,70000.0,70000.0
3,1.0,26.0,32.0,38.0
4,0.0,1.0,5.0,11.0
5,0.0,5.0,3.0,7.0
6,0.0,1752.0,511.0,271.0
7,0.0,0.0,1.0,0.0
8,0.0,18.0,31.0,39.0
9,0.0,8.0,9.0,13.0
10,8.0,1752.0,2556.0,2981.0
11,0.0,73.0,94.0,95.0
12,3.0,13.0,6.0,2.0
13,4.0,68.0,84.0,100.0
14,0.0,6.0,1.0,6.0
15,0.0,0.0,0.0,0.0
16,100.0,35.0,47.0,58.0
17,0.0,38.0,19.0,8.0
18,0.0,27.0,34.0,34.0
