,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,5.0,3.0,2.5,1.0,4.0,2.5,2.5,2.5,2.5
2,16074.0,14147.0,19532.0,23567.0,40778.0,41025.0,41008.0,39526.0,39526.0
3,23.0,31.0,31.0,25.0,21.0,10.0,28.0,27.0,25.0
4,3.0,6.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0
5,2.0,1.0,2.0,2.0,3.0,1.0,4.0,6.0,4.0
6,627.0,403.0,518.0,990.0,0.0,0.0,752.0,1904.0,894.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,37.0,34.0,32.0,30.0,26.0,11.0,43.0,36.0,40.0
9,3.0,7.0,12.0,8.0,6.0,1.0,7.0,6.0,4.0
10,1882.0,2418.0,2588.0,1980.0,1635.0,376.0,2257.0,1904.0,1787.0
11,91.0,87.0,97.0,84.0,86.0,30.0,89.0,89.0,92.0
12,2.0,5.0,1.0,4.0,6.0,14.0,4.0,6.0,7.0
13,77.0,91.0,91.0,74.0,62.0,29.0,82.0,79.0,74.0
14,2.0,3.0,6.0,6.0,2.0,1.0,7.0,5.0,6.0
15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
16,35.0,23.0,42.0,48.0,29.0,20.0,32.0,26.0,24.0
17,17.0,35.0,26.0,4.0,38.0,40.0,25.0,22.0,16.0
18,48.0,42.0,32.0,48.0,33.0,40.0,43.0,52.0,60.0
