,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,16.333,17.0,16.333,21.0,20.0
2,1383.0,12714.0,12846.0,41173.0,52866.0,52866.0
3,1.0,22.0,24.0,28.0,34.0,21.0
4,0.0,0.0,1.0,3.0,5.0,3.0
5,0.0,0.0,4.0,0.0,2.0,0.0
6,0.0,0.0,1656.0,691.0,341.0,456.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,19.0,31.0,41.0,16.0,16.0
9,0.0,7.0,6.0,5.0,8.0,8.0
10,14.0,1117.0,1656.0,2073.0,1704.0,1368.0
11,0.0,59.0,79.0,86.0,53.0,71.0
12,1.0,13.0,6.0,4.0,18.0,8.0
13,100.0,65.0,71.0,82.0,89.0,55.0
14,0.0,3.0,6.0,8.0,5.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,45.0,25.0,29.0,68.0,48.0
17,100.0,41.0,25.0,29.0,15.0,24.0
18,0.0,14.0,50.0,43.0,18.0,29.0
