,2018-2019,2019-2020,2020-2021,2021-2022
1,9.833,6.0,15.0,9.833
2,49408.0,51055.0,51055.0,51055.0
3,34.0,27.0,29.0,33.0
4,12.0,10.0,6.0,10.0
5,4.0,10.0,1.0,6.0
6,209.0,214.0,301.0,205.0
7,0.0,0.0,0.0,0.0
8,33.0,27.0,28.0,45.0
9,13.0,6.0,7.0,4.0
10,2506.0,2144.0,1804.0,2047.0
11,82.0,93.0,66.0,73.0
12,6.0,3.0,11.0,10.0
13,100.0,79.0,85.0,97.0
14,2.0,2.0,2.0,4.0
15,0.0,2.0,0.0,0.0
16,47.0,52.0,38.0,33.0
17,21.0,19.0,28.0,27.0
18,32.0,30.0,34.0,39.0
