,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,6.0,18.0,6.0,1.0,6.0,6.0,15.0,5.0
2,66.0,3376.0,4150.0,5007.0,9602.0,9602.0,75000.0,75000.0
3,1.0,5.0,25.0,32.0,33.0,14.0,21.0,25.0
4,0.0,0.0,2.0,8.0,14.0,3.0,1.0,3.0
5,0.0,0.0,1.0,7.0,12.0,1.0,3.0,1.0
6,0.0,0.0,464.0,270.0,204.0,235.0,1209.0,187.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,9.0,24.0,24.0,9.0,15.0,6.0
9,1.0,2.0,11.0,13.0,16.0,5.0,7.0,12.0
10,12.0,84.0,928.0,2162.0,2850.0,705.0,1209.0,562.0
11,0.0,0.0,32.0,84.0,100.0,57.0,62.0,16.0
12,1.0,6.0,23.0,5.0,0.0,6.0,13.0,28.0
13,4.0,15.0,74.0,94.0,97.0,100.0,55.0,66.0
14,0.0,1.0,0.0,5.0,4.0,2.0,3.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,100.0,60.0,56.0,75.0,76.0,50.0,48.0,64.0
17,0.0,40.0,36.0,16.0,15.0,29.0,24.0,4.0
18,0.0,0.0,8.0,9.0,9.0,21.0,29.0,32.0
