,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,29.0,21.0,18.0,23.778,20.0,19.0,22.0,26.0
2,70000.0,70000.0,70000.0,70000.0,120000.0,120000.0,120000.0,120000.0
3,17.0,36.0,33.0,35.0,36.0,28.0,21.0,20.0
4,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
5,4.0,3.0,2.0,7.0,1.0,0.0,2.0,0.0
6,0.0,3122.0,1171.0,2695.0,3118.0,2437.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.0,28.0,34.0,24.0,26.0,37.0,13.0,18.0
9,10.0,16.0,8.0,16.0,17.0,6.0,11.0,5.0
10,1365.0,3122.0,2341.0,2695.0,3118.0,2437.0,1581.0,1104.0
11,88.0,97.0,85.0,86.0,97.0,100.0,86.0,60.0
12,2.0,1.0,9.0,6.0,1.0,2.0,9.0,25.0
13,100.0,95.0,87.0,92.0,95.0,74.0,55.0,53.0
14,3.0,10.0,5.0,3.0,6.0,7.0,2.0,2.0
15,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16,65.0,69.0,33.0,77.0,67.0,54.0,57.0,70.0
17,18.0,25.0,39.0,9.0,14.0,25.0,24.0,5.0
18,18.0,6.0,27.0,14.0,19.0,21.0,19.0,25.0
