,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.5,12.5,1.75,5.0,10.0,9.0
2,3689.0,3821.0,3113.0,21410.0,84487.0,84487.0
3,2.0,12.0,25.0,27.0,24.0,27.0
4,0.0,0.0,12.0,13.0,10.0,13.0
5,0.0,0.0,2.0,4.0,3.0,1.0
6,0.0,0.0,169.0,176.0,157.0,153.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,5.0,31.0,23.0,19.0,16.0
9,0.0,4.0,4.0,12.0,9.0,12.0
10,47.0,285.0,2027.0,2287.0,1573.0,1988.0
11,0.0,25.0,88.0,93.0,67.0,85.0
12,3.0,20.0,3.0,2.0,9.0,4.0
13,11.0,35.0,96.0,96.0,63.0,71.0
14,1.0,0.0,1.0,4.0,4.0,5.0
15,0.0,0.0,0.0,0.0,0.0,1.0
16,0.0,8.0,44.0,56.0,67.0,67.0
17,50.0,50.0,24.0,15.0,13.0,19.0
18,50.0,42.0,32.0,30.0,21.0,15.0
