,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,1.5,1.5,1.5,1.5,4.0,4.0,4.0
2,99.0,1482.0,2174.0,2174.0,3244.0,16469.0,15810.0,15810.0
3,2.0,26.0,29.0,33.0,32.0,31.0,21.0,16.0
4,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0
5,0.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0
6,0.0,404.0,933.0,2940.0,2843.0,2329.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,30.0,35.0,51.0,51.0,46.0,23.0,12.0
9,1.0,4.0,3.0,7.0,11.0,6.0,2.0,0.0
10,7.0,1617.0,1866.0,2940.0,2843.0,2329.0,1131.0,680.0
11,0.0,65.0,83.0,100.0,100.0,94.0,71.0,38.0
12,5.0,12.0,10.0,0.0,0.0,3.0,16.0,27.0
13,6.0,76.0,85.0,97.0,94.0,91.0,62.0,47.0
14,0.0,2.0,4.0,7.0,10.0,6.0,5.0,2.0
15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,100.0,38.0,31.0,36.0,31.0,29.0,19.0,31.0
17,0.0,12.0,24.0,24.0,19.0,19.0,24.0,31.0
18,0.0,50.0,45.0,39.0,50.0,52.0,57.0,38.0
