,2019-2020,2020-2021,2021-2022
1,22,10,10
2,3788,11528,11528
3,30,27,25
4,1,0,1
5,0,1,1
6,2314,0,1482
7,0,0,0
8,20,13,21
9,14,12,8
10,2314,1725,1482
11,87,74,72
12,4,7,10
13,71,68,66
14,11,3,9
15,2,0,0
16,23,59,36
17,53,26,24
18,23,15,40
