,2018-2019,2019-2020,2020-2021,2021-2022
1,10.0,10.0,10.0,10.0
2,74688.0,74770.0,69171.0,69171.0
3,35.0,33.0,23.0,14.0
4,2.0,2.0,1.0,1.0
5,2.0,2.0,3.0,2.0
6,1560.0,1425.0,1682.0,1015.0
7,0.0,0.0,0.0,0.0
8,40.0,29.0,19.0,10.0
9,9.0,12.0,4.0,5.0
10,3120.0,2850.0,1682.0,1015.0
11,100.0,97.0,91.0,79.0
12,0.0,1.0,5.0,6.0
13,92.0,50.0,230.0,37.0
14,8.0,7.0,3.0,3.0
15,0.0,0.0,0.0,0.0
16,34.0,36.0,26.0,50.0
17,37.0,33.0,30.0,14.0
18,29.0,30.0,43.0,36.0
