,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,18.0,22.0,10.0
2,131309.0,131754.0,131754.0,131754.0
3,33.0,28.0,15.0,29.0
4,4.0,4.0,0.0,2.0
5,1.0,5.0,0.0,0.0
6,718.0,562.0,0.0,972.0
7,0.0,0.0,0.0,0.0
8,42.0,32.0,18.0,32.0
9,10.0,12.0,6.0,6.0
10,2873.0,2246.0,1130.0,1943.0
11,97.0,89.0,87.0,76.0
12,1.0,3.0,2.0,11.0
13,97.0,82.0,44.0,85.0
14,2.0,4.0,4.0,3.0
15,0.0,0.0,0.0,0.0
16,67.0,64.0,60.0,72.0
17,21.0,18.0,7.0,7.0
18,12.0,18.0,33.0,21.0
