,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,18.0,20.0,15.0,19.0,21.0,30.0,17.0,33.0
2,50000.0,90000.0,90000.0,100000.0,110000.0,110000.0,110000.0,110000.0
3,36.0,27.0,38.0,29.0,13.0,27.0,18.0,17.0
4,16.0,14.0,16.0,12.0,3.0,2.0,8.0,4.0
5,8.0,3.0,6.0,3.0,1.0,4.0,0.0,0.0
6,192.0,133.0,152.0,101.0,204.0,424.0,124.0,187.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,37.0,14.0,26.0,16.0,7.0,5.0,15.0,5.0
9,15.0,10.0,18.0,10.0,3.0,12.0,4.0,8.0
10,3068.0,1861.0,2430.0,1206.0,613.0,847.0,990.0,747.0
11,100.0,78.0,68.0,38.0,46.0,26.0,67.0,47.0
12,0.0,6.0,12.0,21.0,7.0,29.0,13.0,27.0
13,95.0,71.0,100.0,76.0,93.0,71.0,47.0,45.0
14,3.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,61.0,67.0,53.0,55.0,46.0,59.0,56.0,47.0
17,19.0,19.0,29.0,17.0,15.0,19.0,11.0,35.0
18,19.0,15.0,18.0,28.0,38.0,22.0,33.0,18.0
