,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,21.875,28.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2,27000.0,25692.0,49045.0,43149.0,59075.0,42820.0,42820.0,42820.0,42820.0
3,12.0,16.0,35.0,32.0,34.0,27.0,37.0,33.0,37.0
4,0.0,2.0,13.0,19.0,22.0,20.0,14.0,14.0,17.0
5,1.0,1.0,4.0,3.0,5.0,6.0,3.0,12.0,5.0
6,0.0,227.0,204.0,122.0,134.0,113.0,233.0,205.0,182.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,7.0,37.0,44.0,46.0,39.0,48.0,44.0,39.0
9,6.0,5.0,9.0,5.0,7.0,6.0,11.0,9.0,13.0
10,374.0,454.0,2649.0,2321.0,2937.0,2253.0,3262.0,2865.0,3086.0
11,42.0,25.0,89.0,78.0,97.0,96.0,100.0,100.0,97.0
12,9.0,23.0,4.0,10.0,1.0,2.0,0.0,1.0,1.0
13,32.0,42.0,92.0,84.0,89.0,71.0,97.0,87.0,97.0
14,3.0,2.0,8.0,9.0,9.0,5.0,9.0,8.0,9.0
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,58.0,63.0,46.0,34.0,38.0,33.0,19.0,39.0,32.0
17,8.0,6.0,26.0,19.0,24.0,37.0,41.0,30.0,24.0
18,33.0,31.0,29.0,47.0,38.0,30.0,41.0,30.0,43.0
