,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.833,11.833,11.833,12.0,7.0,11.833,12.0,7.0
2,181.0,2750.0,16535.0,18116.0,33548.0,30468.0,30468.0,60936.0
3,1.0,6.0,12.0,21.0,26.0,25.0,32.0,26.0
4,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
5,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0
6,0.0,0.0,0.0,1563.0,1944.0,1623.0,1324.0,1060.0
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.0,4.0,13.0,18.0,19.0,20.0,32.0,17.0
9,0.0,2.0,4.0,8.0,7.0,8.0,14.0,13.0
10,8.0,371.0,987.0,1563.0,1944.0,1623.0,2648.0,2119.0
11,0.0,50.0,92.0,86.0,85.0,64.0,94.0,92.0
12,4.0,34.0,14.0,14.0,8.0,18.0,2.0,3.0
13,3.0,16.0,32.0,55.0,68.0,66.0,84.0,68.0
14,0.0,4.0,3.0,1.0,5.0,3.0,7.0,2.0
15,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
16,100.0,50.0,25.0,57.0,38.0,52.0,66.0,73.0
17,0.0,17.0,42.0,24.0,38.0,20.0,19.0,23.0
18,0.0,33.0,33.0,19.0,23.0,28.0,16.0,4.0
