,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9.833,6.0,18.0,6.0,1.0,6.0,26.0,19.0,15.0
2,48173.0,9536.0,12121.0,12121.0,12451.0,25692.0,19763.0,19763.0,19763.0
3,12.0,32.0,33.0,32.0,28.0,34.0,35.0,34.0,21.0
4,0.0,20.0,26.0,8.0,12.0,27.0,6.0,4.0,6.0
5,1.0,11.0,8.0,6.0,5.0,6.0,1.0,0.0,0.0
6,0.0,142.0,110.0,344.0,173.0,113.0,343.0,320.0,109.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.0,29.0,30.0,21.0,27.0,26.0,18.0,13.0,3.0
9,2.0,12.0,13.0,15.0,12.0,16.0,17.0,13.0,7.0
10,668.0,2840.0,2862.0,2749.0,2077.0,3060.0,2060.0,1279.0,653.0
11,67.0,100.0,97.0,97.0,79.0,100.0,69.0,41.0,29.0
12,4.0,0.0,1.0,2.0,8.0,0.0,14.0,24.0,28.0
13,80.0,94.0,97.0,94.0,82.0,100.0,92.0,89.0,60.0
14,0.0,0.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,25.0,88.0,76.0,63.0,82.0,76.0,54.0,59.0,38.0
17,0.0,3.0,18.0,31.0,7.0,15.0,31.0,15.0,33.0
18,75.0,9.0,6.0,6.0,11.0,9.0,14.0,26.0,29.0
