,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.5,6.5,6.5,9.0,6.5,6.5,8.0,9.0
2,758.0,3162.0,10837.0,11463.0,15201.0,22563.0,34750.0,34750.0
3,4.0,31.0,9.0,18.0,27.0,22.0,23.0,30.0
4,1.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0
5,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
6,318.0,2593.0,0.0,524.0,2254.0,0.0,1886.0,701.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5.0,35.0,9.0,22.0,35.0,21.0,15.0,21.0
9,1.0,10.0,2.0,8.0,5.0,4.0,9.0,18.0
10,318.0,2593.0,462.0,1573.0,2254.0,1504.0,1886.0,2104.0
11,100.0,97.0,44.0,100.0,89.0,77.0,96.0,73.0
12,2.0,1.0,25.0,15.0,6.0,5.0,2.0,14.0
13,11.0,82.0,24.0,47.0,71.0,33.0,230.0,79.0
14,2.0,8.0,0.0,1.0,5.0,3.0,5.0,2.0
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16,25.0,35.0,56.0,56.0,33.0,41.0,52.0,47.0
17,0.0,23.0,11.0,6.0,30.0,18.0,26.0,37.0
18,75.0,42.0,33.0,39.0,37.0,41.0,22.0,17.0
