,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,18923.0,32626.0,32938.0,65877.0,65877.0,65877.0
3,29.0,30.0,31.0,22.0,27.0,25.0
4,5.0,4.0,15.0,5.0,5.0,5.0
5,4.0,2.0,5.0,7.0,4.0,0.0
6,403.0,416.0,163.0,244.0,271.0,216.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,21.0,30.0,24.0,16.0,15.0,7.0
9,10.0,5.0,14.0,6.0,13.0,10.0
10,2013.0,1665.0,2451.0,1221.0,1355.0,1081.0
11,86.0,60.0,87.0,55.0,52.0,48.0
12,4.0,15.0,4.0,12.0,16.0,14.0
13,85.0,88.0,91.0,65.0,79.0,74.0
14,4.0,1.0,3.0,2.0,1.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,62.0,43.0,55.0,45.0,56.0,60.0
17,21.0,23.0,26.0,41.0,30.0,20.0
18,17.0,33.0,19.0,14.0,15.0,20.0
