,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.5,16.0,24.0,12.5,12.5,12.5,12.0,2.5,8.0
2,6835.0,6011.0,5781.0,47283.0,65251.0,65877.0,65877.0,90581.0,90581.0
3,28.0,27.0,31.0,32.0,29.0,33.0,33.0,30.0,34.0
4,7.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0
5,3.0,2.0,1.0,3.0,0.0,7.0,8.0,6.0,2.0
6,319.0,417.0,680.0,1235.0,1227.0,1436.0,705.0,861.0,749.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,38.0,24.0,31.0,41.0,37.0,46.0,43.0,30.0,53.0
9,3.0,7.0,9.0,10.0,7.0,9.0,7.0,13.0,11.0
10,2236.0,1668.0,2041.0,2469.0,2453.0,2871.0,2820.0,2583.0,2994.0
11,96.0,63.0,71.0,88.0,97.0,100.0,97.0,100.0,100.0
12,1.0,12.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0
13,82.0,79.0,91.0,94.0,85.0,97.0,97.0,88.0,100.0
14,3.0,8.0,4.0,9.0,7.0,7.0,8.0,7.0,4.0
15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16,54.0,59.0,39.0,28.0,17.0,45.0,36.0,53.0,35.0
17,21.0,33.0,26.0,22.0,45.0,21.0,30.0,27.0,18.0
18,25.0,7.0,35.0,50.0,38.0,33.0,33.0,20.0,47.0
