,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,3.75,3.75,3.75,3.75,3.75
2,20000.0,20000.0,20000.0,60000.0,60000.0
3,5.0,24.0,34.0,36.0,31.0
4,1.0,0.0,1.0,1.0,4.0
5,0.0,1.0,1.0,1.0,0.0
6,427.0,0.0,3057.0,3100.0,657.0
7,0.0,0.0,1.0,1.0,1.0
8,5.0,37.0,57.0,59.0,52.0
9,2.0,3.0,7.0,9.0,7.0
10,427.0,2115.0,3057.0,3100.0,2629.0
11,100.0,100.0,100.0,100.0,97.0
12,9.0,2.0,2.0,1.0,7.0
13,13.0,63.0,89.0,95.0,82.0
14,1.0,7.0,4.0,5.0,10.0
15,0.0,0.0,0.0,1.0,0.0
16,40.0,33.0,35.0,31.0,29.0
17,40.0,25.0,21.0,19.0,29.0
18,20.0,42.0,44.0,50.0,42.0
