,2019-2020,2020-2021,2021-2022
1,24.0,20.0,15.0
2,3129.0,3788.0,32938.0
3,18.0,12.0,6.0
4,0.0,0.0,0.0
5,0.0,1.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,15.0,10.0,9.0
9,8.0,5.0,0.0
10,1620.0,1080.0,540.0
11,100.0,100.0,100.0
12,0.0,0.0,5.0
13,64.0,46.0,40.0
14,1.0,3.0,1.0
15,0.0,0.0,0.0
16,44.0,58.0,50.0
17,44.0,17.0,33.0
18,11.0,25.0,17.0
