,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,2.5,2.5,2.5,2.5,2.5
2,1000.0,1000.0,5000.0,5000.0,5000.0
3,1.0,21.0,38.0,36.0,38.0
4,0.0,3.0,2.0,2.0,0.0
5,0.0,4.0,6.0,5.0,1.0
6,0.0,531.0,1670.0,1535.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,25.0,48.0,50.0,49.0
9,0.0,4.0,15.0,10.0,9.0
10,0.0,1592.0,3339.0,3069.0,3108.0
11,0.0,90.0,100.0,94.0,92.0
12,1.0,6.0,0.0,2.0,3.0
13,3.0,55.0,100.0,95.0,100.0
14,0.0,2.0,5.0,1.0,1.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,38.0,39.0,25.0,18.0
17,0.0,19.0,24.0,25.0,37.0
18,100.0,43.0,37.0,50.0,45.0
