,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.0,13.0,13.857,4.0,19.0,30.0,19.0,19.0,19.0
2,3640.0,2717.0,29809.0,37945.0,39263.0,40547.0,27504.0,36068.0,37714.0
3,32.0,19.0,34.0,27.0,17.0,2.0,18.0,31.0,19.0
4,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,2833.0,0.0,1421.0,0.0,0.0,0.0,1548.0,1347.0,0.0
7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,42.0,29.0,31.0,28.0,10.0,1.0,16.0,45.0,20.0
9,11.0,6.0,13.0,8.0,8.0,1.0,8.0,6.0,6.0
10,2833.0,1591.0,2841.0,2077.0,1374.0,113.0,1548.0,2694.0,1120.0
11,100.0,95.0,94.0,85.0,88.0,50.0,94.0,100.0,63.0
12,0.0,3.0,2.0,11.0,9.0,9.0,1.0,1.0,20.0
13,84.0,50.0,89.0,71.0,45.0,10.0,95.0,82.0,54.0
14,9.0,4.0,5.0,6.0,4.0,0.0,5.0,9.0,5.0
15,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
16,34.0,11.0,50.0,52.0,71.0,0.0,22.0,32.0,26.0
17,13.0,42.0,21.0,15.0,24.0,50.0,56.0,32.0,26.0
18,53.0,47.0,29.0,33.0,6.0,50.0,22.0,35.0,47.0
