,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,21.0,26.0,16.0,15.0,5.0
2,6555.0,65000.0,65000.0,65000.0,65000.0,65000.0
3,32.0,31.0,23.0,29.0,18.0,23.0
4,6.0,0.0,1.0,0.0,0.0,2.0
5,2.0,0.0,1.0,0.0,0.0,0.0
6,460.0,0.0,1942.0,0.0,0.0,815.0
7,0.0,1.0,0.0,0.0,1.0,0.0
8,22.0,21.0,22.0,37.0,22.0,16.0
9,14.0,14.0,6.0,4.0,4.0,12.0
10,2759.0,2532.0,1942.0,2430.0,1485.0,1630.0
11,100.0,94.0,96.0,93.0,94.0,74.0
12,1.0,3.0,8.0,8.0,11.0,20.0
13,94.0,84.0,61.0,76.0,47.0,61.0
14,2.0,1.0,2.0,6.0,1.0,4.0
15,0.0,1.0,0.0,0.0,0.0,0.0
16,72.0,65.0,57.0,41.0,50.0,61.0
17,19.0,23.0,4.0,31.0,28.0,17.0
18,9.0,13.0,39.0,28.0,22.0,22.0
