,2018-2019,2019-2020,2020-2021,2021-2022
1,2.0,3.0,33.0,25.0
2,6802.0,12681.0,55000.0,55000.0
3,38.0,24.0,31.0,34.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,42.0,19.0,25.0,31.0
9,14.0,9.0,16.0,14.0
10,3420.0,2160.0,2745.0,3060.0
11,100.0,100.0,100.0,100.0
12,0.0,1.0,3.0,0.0
13,100.0,86.0,86.0,89.0
14,3.0,1.0,2.0,3.0
15,0.0,0.0,0.0,0.0
16,34.0,54.0,55.0,56.0
17,42.0,21.0,23.0,29.0
18,24.0,25.0,23.0,15.0
