,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,26.0,20.0,19.0,22.0,26.0,18.0
2,10000.0,10000.0,10000.0,60000.0,60000.0,60000.0
3,2.0,13.0,16.0,27.0,32.0,30.0
4,0.0,0.0,2.0,3.0,4.0,1.0
5,0.0,0.0,0.0,0.0,1.0,1.0
6,0.0,0.0,433.0,591.0,532.0,2387.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,3.0,18.0,20.0,25.0,37.0
9,1.0,6.0,3.0,9.0,13.0,6.0
10,97.0,633.0,866.0,1772.0,2128.0,2387.0
11,50.0,54.0,56.0,74.0,75.0,93.0
12,4.0,16.0,14.0,9.0,12.0,3.0
13,5.0,34.0,42.0,71.0,84.0,79.0
14,1.0,2.0,1.0,2.0,3.0,9.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,50.0,77.0,50.0,52.0,53.0,40.0
17,0.0,8.0,25.0,30.0,34.0,27.0
18,50.0,15.0,25.0,19.0,13.0,33.0
