,2019-2020,2020-2021,2021-2022
1,25,35,15
2,11923,11923,98815
3,13,6,26
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,7,12,20
9,8,2,6
10,793,383,2040
11,62,50,88
12,12,19,10
13,34,16,68
14,1,0,5
15,0,0,1
16,85,50,58
17,0,17,27
18,15,33,15
