,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.0,11.0,23.0,19.0,21.0,13.0,26.0,19.0,13.0
2,6868.0,8926.0,16420.0,29645.0,29645.0,29645.0,29645.0,29645.0,21410.0
3,19.0,30.0,15.0,26.0,27.0,21.0,11.0,9.0,27.0
4,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
5,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0
6,740.0,1103.0,1173.0,0.0,0.0,0.0,773.0,564.0,717.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26.0,37.0,19.0,32.0,41.0,16.0,11.0,3.0,22.0
9,5.0,4.0,4.0,8.0,10.0,6.0,3.0,5.0,5.0
10,1479.0,2206.0,1173.0,2282.0,2332.0,1545.0,773.0,564.0,1434.0
11,95.0,87.0,87.0,96.0,96.0,86.0,73.0,78.0,56.0
12,1.0,7.0,7.0,3.0,3.0,5.0,23.0,15.0,15.0
13,50.0,79.0,39.0,68.0,71.0,55.0,29.0,24.0,77.0
14,11.0,8.0,2.0,6.0,10.0,7.0,2.0,3.0,6.0
15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,32.0,30.0,27.0,65.0,48.0,33.0,36.0,67.0,30.0
17,21.0,13.0,33.0,15.0,19.0,33.0,45.0,0.0,37.0
18,47.0,57.0,40.0,19.0,33.0,33.0,18.0,33.0,33.0
