,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,3.75,3.75,13.0,8.5,3.0,8.5,8.5,3.0,3.625
2,35000.0,34000.0,100000.0,120000.0,120000.0,100000.0,100000.0,25363.0,25363.0
3,33.0,26.0,29.0,14.0,30.0,14.0,15.0,28.0,20.0
4,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6,1383.0,552.0,2205.0,1059.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,35.0,17.0,21.0,13.0,38.0,9.0,20.0,29.0,5.0
9,14.0,12.0,16.0,8.0,8.0,7.0,1.0,8.0,7.0
10,2766.0,2208.0,2205.0,1059.0,2129.0,832.0,1001.0,2197.0,646.0
11,94.0,92.0,86.0,86.0,80.0,71.0,80.0,86.0,25.0
12,2.0,2.0,12.0,2.0,10.0,9.0,7.0,6.0,23.0
13,87.0,68.0,76.0,78.0,79.0,37.0,47.0,74.0,53.0
14,8.0,6.0,3.0,2.0,5.0,2.0,5.0,8.0,1.0
15,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
16,42.0,54.0,55.0,64.0,33.0,50.0,27.0,39.0,50.0
17,30.0,19.0,24.0,21.0,33.0,36.0,13.0,21.0,15.0
18,27.0,27.0,21.0,14.0,33.0,14.0,60.0,39.0,35.0
