,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,16963.0,17556.0,49243.0,49408.0,49408.0,49408.0
3,30.0,15.0,28.0,29.0,24.0,8.0
4,0.0,2.0,3.0,3.0,2.0,1.0
5,1.0,2.0,5.0,3.0,3.0,0.0
6,0.0,589.0,805.0,840.0,826.0,508.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,31.0,21.0,18.0,28.0,19.0,6.0
9,9.0,2.0,15.0,9.0,12.0,3.0
10,2657.0,1178.0,2414.0,2519.0,1651.0,508.0
11,100.0,93.0,96.0,97.0,79.0,63.0
12,2.0,2.0,3.0,2.0,8.0,5.0
13,88.0,44.0,82.0,85.0,71.0,24.0
14,4.0,3.0,2.0,5.0,2.0,0.0
15,0.0,0.0,0.0,1.0,0.0,0.0
16,60.0,47.0,57.0,48.0,63.0,63.0
17,20.0,20.0,29.0,38.0,17.0,13.0
18,20.0,33.0,14.0,14.0,21.0,25.0
