,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,25.0,21.0,24.0,20.0,19.0,19.0,31.0,33.0,25.0
2,138737.0,122004.0,164692.0,204910.0,259472.0,261959.0,296446.0,110000.0,110000.0
3,28.0,26.0,30.0,27.0,25.0,25.0,21.0,23.0,32.0
4,3.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0
5,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
6,795.0,2308.0,2622.0,795.0,2115.0,0.0,0.0,968.0,883.0
7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,17.0,27.0,17.0,20.0,16.0,15.0,11.0,20.0,29.0
9,14.0,9.0,16.0,14.0,13.0,14.0,12.0,11.0,11.0
10,2384.0,2308.0,2622.0,2385.0,2115.0,2077.0,1571.0,1935.0,2650.0
11,100.0,100.0,97.0,100.0,96.0,96.0,95.0,100.0,88.0
12,0.0,0.0,2.0,2.0,8.0,3.0,1.0,2.0,8.0
13,74.0,68.0,79.0,71.0,66.0,66.0,78.0,61.0,84.0
14,1.0,3.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,68.0,65.0,83.0,74.0,80.0,84.0,86.0,48.0,50.0
17,21.0,23.0,10.0,11.0,16.0,8.0,10.0,17.0,31.0
18,11.0,12.0,7.0,15.0,4.0,8.0,5.0,35.0,19.0
