,2019-2020,2020-2021,2021-2022
1,1.25,1.25,2.0
2,577.0,577.0,577.0
3,7.0,28.0,34.0
4,0.0,1.0,0.0
5,3.0,3.0,2.0
6,0.0,2000.0,0.0
7,0.0,0.0,0.0
8,3.0,19.0,33.0
9,5.0,11.0,13.0
10,612.0,2000.0,2729.0
11,100.0,89.0,91.0
12,0.0,10.0,5.0
13,100.0,74.0,89.0
14,0.0,2.0,1.0
15,0.0,0.0,0.0
16,57.0,46.0,26.0
17,29.0,18.0,32.0
18,14.0,36.0,41.0
