,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,16.6,17.0,5.0,27.0,17.0,17.0
2,7856.0,16305.0,24621.0,24704.0,85640.0,85640.0
3,1.0,26.0,26.0,31.0,23.0,23.0
4,0.0,1.0,5.0,3.0,1.0,0.0
5,0.0,0.0,1.0,1.0,0.0,1.0
6,0.0,2190.0,401.0,881.0,1445.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,38.0,21.0,30.0,14.0,20.0
9,1.0,6.0,12.0,10.0,10.0,9.0
10,90.0,2190.0,2003.0,2643.0,1445.0,1649.0
11,100.0,96.0,85.0,100.0,65.0,74.0
12,0.0,6.0,8.0,2.0,10.0,9.0
13,3.0,76.0,76.0,91.0,68.0,68.0
14,0.0,2.0,1.0,1.0,2.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,100.0,42.0,58.0,55.0,61.0,57.0
17,0.0,23.0,23.0,39.0,17.0,13.0
18,0.0,35.0,19.0,6.0,22.0,30.0
