,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,13.0,17.0,10.0,7.0,11.833,17.0,9.0
2,57972.0,57972.0,57972.0,91503.0,91569.0,60936.0,60936.0
3,37.0,37.0,37.0,4.0,12.0,29.0,16.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,29.0,38.0,29.0,5.0,20.0,41.0,29.0
9,15.0,12.0,18.0,1.0,2.0,9.0,2.0
10,3330.0,3330.0,3330.0,329.0,1080.0,2610.0,1350.0
11,100.0,100.0,100.0,50.0,100.0,100.0,94.0
12,1.0,1.0,1.0,31.0,4.0,9.0,23.0
13,97.0,97.0,97.0,11.0,75.0,76.0,42.0
14,1.0,1.0,1.0,0.0,1.0,1.0,3.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,68.0,70.0,76.0,50.0,25.0,62.0,44.0
17,19.0,19.0,16.0,25.0,25.0,10.0,25.0
18,14.0,11.0,8.0,25.0,50.0,28.0,31.0
