,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.0,10.0,10.0,10.0,16.0,17.429,30.0,24.0
2,7642.0,11430.0,33894.0,37171.0,58630.0,88769.0,88769.0,123519.0
3,26.0,32.0,37.0,38.0,35.0,35.0,33.0,17.0
4,7.0,7.0,13.0,16.0,8.0,18.0,23.0,9.0
5,2.0,3.0,4.0,1.0,1.0,7.0,7.0,3.0
6,231.0,273.0,252.0,213.0,290.0,153.0,116.0,132.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19.0,46.0,47.0,42.0,32.0,38.0,34.0,14.0
9,12.0,7.0,11.0,12.0,10.0,12.0,8.0,5.0
10,1615.0,1913.0,3276.0,3412.0,2316.0,2745.0,2673.0,1192.0
11,73.0,59.0,100.0,100.0,71.0,94.0,91.0,82.0
12,15.0,14.0,0.0,0.0,11.0,2.0,3.0,5.0
13,68.0,84.0,97.0,100.0,92.0,92.0,87.0,45.0
14,2.0,4.0,6.0,5.0,3.0,4.0,3.0,2.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,42.0,34.0,41.0,32.0,26.0,49.0,42.0,35.0
17,35.0,19.0,30.0,34.0,37.0,17.0,27.0,29.0
18,23.0,47.0,30.0,34.0,37.0,34.0,30.0,35.0
