,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,33.0,33.0,32.0,19.0,17.0,26.0,30.0
2,39658.0,63423.0,60722.0,60788.0,120225.0,154481.0,139000.0
3,25.0,33.0,33.0,31.0,18.0,24.0,29.0
4,4.0,2.0,4.0,1.0,2.0,2.0,3.0
5,6.0,7.0,7.0,3.0,1.0,5.0,0.0
6,310.0,701.0,420.0,1511.0,419.0,924.0,612.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9.0,14.0,25.0,18.0,10.0,16.0,18.0
9,8.0,8.0,8.0,10.0,8.0,9.0,9.0
10,1239.0,1402.0,1681.0,1511.0,838.0,1848.0,1835.0
11,40.0,36.0,48.0,48.0,44.0,88.0,69.0
12,23.0,24.0,22.0,19.0,14.0,5.0,17.0
13,66.0,87.0,87.0,82.0,47.0,63.0,76.0
14,4.0,4.0,3.0,4.0,1.0,3.0,3.0
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,88.0,82.0,61.0,55.0,72.0,67.0,69.0
17,8.0,15.0,24.0,16.0,17.0,21.0,17.0
18,4.0,3.0,15.0,29.0,11.0,13.0,14.0
