,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0,18.0
2,23123.0,67787.0,65136.0,78542.0,135937.0,170703.0,198948.0,281294.0,340000.0
3,14.0,27.0,26.0,23.0,27.0,32.0,32.0,31.0,22.0
4,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0
5,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
6,0.0,0.0,0.0,1924.0,0.0,1377.0,1411.0,1357.0,1831.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,14.0,21.0,22.0,19.0,28.0,34.0,21.0,23.0,22.0
9,5.0,10.0,11.0,8.0,7.0,9.0,16.0,14.0,5.0
10,1084.0,2038.0,2182.0,1924.0,2322.0,2754.0,2822.0,2714.0,1831.0
11,86.0,78.0,88.0,100.0,100.0,97.0,100.0,100.0,91.0
12,2.0,14.0,8.0,3.0,3.0,2.0,4.0,2.0,4.0
13,37.0,71.0,68.0,61.0,71.0,84.0,84.0,82.0,58.0
14,1.0,1.0,5.0,1.0,3.0,0.0,2.0,2.0,0.0
15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16,64.0,81.0,73.0,74.0,52.0,50.0,72.0,65.0,45.0
17,14.0,4.0,15.0,17.0,30.0,16.0,22.0,23.0,36.0
18,21.0,15.0,12.0,9.0,19.0,34.0,6.0,13.0,18.0
