,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,9.0,8.0,16.0,17.429,30.0,24.0
2,49.0,906.0,988.0,123519.0,123519.0,123519.0
3,34.0,2.0,38.0,34.0,33.0,33.0
4,3.0,0.0,1.0,2.0,2.0,5.0
5,0.0,0.0,1.0,1.0,2.0,1.0
6,1020.0,0.0,3420.0,1485.0,1485.0,571.0
7,0.0,0.0,0.0,1.0,1.0,0.0
8,37.0,2.0,30.0,45.0,34.0,33.0
9,9.0,0.0,15.0,11.0,10.0,11.0
10,3060.0,52.0,3420.0,2970.0,2970.0,2855.0
11,100.0,0.0,100.0,97.0,100.0,100.0
12,0.0,15.0,0.0,1.0,3.0,1.0
13,89.0,5.0,93.0,89.0,87.0,87.0
14,6.0,0.0,6.0,6.0,2.0,5.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,38.0,0.0,47.0,44.0,39.0,45.0
17,32.0,0.0,26.0,15.0,39.0,21.0
18,29.0,100.0,26.0,41.0,21.0,33.0
