,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,1.0,1.0,19.0,21.0,6.0,4.0,17.0,18.0
2,6242.0,9173.0,23123.0,29151.0,39641.0,45784.0,76252.0,106720.0
3,6.0,25.0,26.0,22.0,34.0,30.0,28.0,26.0
4,0.0,3.0,4.0,1.0,5.0,9.0,8.0,6.0
5,0.0,1.0,0.0,1.0,6.0,2.0,3.0,2.0
6,0.0,435.0,329.0,1280.0,385.0,222.0,242.0,170.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4.0,26.0,22.0,16.0,25.0,26.0,40.0,8.0
9,1.0,4.0,9.0,11.0,7.0,8.0,7.0,10.0
10,190.0,1306.0,1314.0,1280.0,1927.0,2002.0,1933.0,1022.0
11,33.0,56.0,58.0,73.0,53.0,73.0,89.0,46.0
12,17.0,17.0,21.0,15.0,18.0,9.0,7.0,14.0
13,29.0,66.0,68.0,58.0,89.0,79.0,74.0,70.0
14,0.0,6.0,6.0,5.0,5.0,0.0,2.0,1.0
15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16,17.0,24.0,54.0,55.0,41.0,70.0,54.0,73.0
17,67.0,28.0,19.0,18.0,24.0,13.0,11.0,19.0
18,17.0,48.0,27.0,27.0,35.0,17.0,36.0,8.0
